sk_d_aluno,sk_d_periodo,sk_d_curso,cr_periodo,cr_acumulado
5fbc314fb0b511345465b5b907ec6961328e5e393ff831c8d74912184098bf41,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,7.4
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.7,6.8
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.3,7
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.4,6.5
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.1,6.7
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.4,6.6
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.7,6.5
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.3,6.6
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.1,6.6
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5,6.5
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.4,6.5
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.8,6.4
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3,6.3
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.6,6.2
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,1,6.1
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0.2,5.9
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,4.2,5.9
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.2,5.9
dd8e8c8c9dae8978f122d7bcf3d0d49f6a0e86b9fc35528f55e78f7408927bb1,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0,5.9
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.7,7.7
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.3,7.5
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.6,7.2
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6,6.9
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.3,6.7
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.8,6.9
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.4,7
0d6f9709edaeba4bebf576d6b886b8c7083374f521f5256bf571add42fc7465c,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0,6.6
6bcaea9882504292b2f6ea37a84b215463e71ab73b824ee90ecdc10c8dde71ed,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,1.3,1.3
6bcaea9882504292b2f6ea37a84b215463e71ab73b824ee90ecdc10c8dde71ed,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0,0.8
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.9,5.9
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,4.9,5.4
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.7,5.5
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,4,5.1
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,4.4,4.9
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,1.9,4.5
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0.3,3.9
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0.8,3.6
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,1.1,3.4
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.2,3.4
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,2,3.3
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.2,3.4
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.1,3.7
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.8,3.9
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6,4
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.6,4.2
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.2,4.2
04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,9,4.2
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.8,7.9
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.8,8.3
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.3
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.6,8.4
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.9,8.3
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.3
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8,8.2
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.4,8.3
4eef24c6b8248c2271f6663f44ec0de3c2535ca396a22cf60051137d71721309,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,10,8.3
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.2
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.5,7.9
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.3,7.7
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.2,7.6
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.2,7.5
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.1,7.2
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8,7.3
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.4,7.3
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.5,7.5
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7,7.4
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.6,7.3
fa4ddf29f41b575377ce14a7900d1e26b669163ca53b80ea3168c6801cf7e114,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,10,7.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.6,8.6
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.4
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.6,8.1
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.7,8.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.7,8.2
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.8,8.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.2,8.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.1,8.3
621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,10,8.3
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.5,6.5
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.1,5.9
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.1,6
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.9,6.3
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.2,6.3
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.4,6.3
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.9,6.4
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7,6.5
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.1,6.4
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.1,6.5
236b565af6b512826fd89dbbde2e88b94465f780985c134e58b62dea6ee258b2,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,8.4,6.6
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.7,7.7
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6,6.9
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.5,6.4
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,5.5,6.2
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,0.6,5.4
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,1.4,5
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.7,4.8
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,2.9,4.6
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.6,4.5
c57727d64e318e2ea42af2b4c3360999ced134403066d050c980e7c6b70d49e4,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,3.5,4.5
97a6d21df7c51e8289ac1a8c026aaac143e15aa1957f54f42e30d8f8a85c3a55,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,7.2,7.2
97a6d21df7c51e8289ac1a8c026aaac143e15aa1957f54f42e30d8f8a85c3a55,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,6.2,6.7
